 
 ~~~~~~~~~~~~~~~~~~~ ÖðÕíÈ«Æ«²î ~~~~~~~~~~~~~~~~~~~~
         Àï³Ì/m  µ÷Ç°¸ß³Ì/mm  µ÷Ç°Æ½Ãæ/mm  µ÷Ç°Ë®Æ½/mm  µ÷Ç°¹ì¾à/mm  µ¼Ïò¹ì  µ÷×ó¹ì¸ß/mm  µ÷ÓÒ¹ì¸ß/mm  µ÷×óÆ½Ãæ/mm  µ÷ÓÒÆ½Ãæ/mm   µ÷ºó¸ß³Ì/mm  µ÷ºóÆ½Ãæ/mm  µ÷ºóË®Æ½/mm  µ÷ºó¹ì¾à/mm  Éè¼Æ³¬¸ß/mm
      3014.653        2.282       -4.124         .532        -.084     ×ó         -1.198       -1.730       -1.939       -1.855        1.084       -2.185           0.           0.       66.800
      3015.247        2.099       -4.440         .541        -.259     ×ó         -1.006       -1.547       -2.253       -1.994        1.093       -2.186           0.           0.       66.100
      3015.842        2.021       -4.281         .666        -.266     ×ó          -.920       -1.586       -2.094       -1.828        1.101       -2.187           0.           0.       65.400
      3016.436        1.954       -3.742         .990         .010     ×ó          -.845       -1.835       -1.553       -1.563        1.109       -2.188           0.           0.       64.600
      3017.031        2.032       -2.981        1.215         .570     ×ó          -.915       -2.130        -.791       -1.361        1.117       -2.189           0.           0.       63.800
      3017.625        2.080       -2.654        1.140        1.160     ×ó          -.955       -2.095        -.464       -1.624        1.125       -2.190           0.           0.       63.100
      3018.220        2.008       -2.528         .965        1.400     ×ó          -.874       -1.839        -.337       -1.737        1.133       -2.191           0.           0.       62.400
      3018.814        1.679       -2.447         .879        1.300     ×ó          -.538       -1.416        -.255       -1.555        1.142       -2.192           0.           0.       61.600
      3019.409        1.484       -2.211         .928        1.300     ×ó          -.334       -1.262        -.018       -1.318        1.150       -2.193           0.           0.       60.800
      3020.003        1.341       -1.837         .839        1.561     ×ó          -.183       -1.022         .357       -1.204        1.158       -2.194           0.           0.       60.100
      3020.598        1.240       -1.999         .827        1.900     ×ó          -.074        -.901         .196       -1.704        1.166       -2.195           0.           0.       59.300
